planet_name,host_star_name,habitability_prob
HD 46375 b,HD 46375,0.0087
WASP-8 c,WASP-8,0.0087
Kepler-1209 b,Kepler-1209,0.0086
HD 217786 b,HD 217786,0.0086
TOI-3362 b,TOI-3362,0.0086
Kepler-1779 b,Kepler-1779,0.0086
Kepler-1671 b,Kepler-1671,0.0086
Pr0211 c,Pr0211,0.0086
Kepler-1511 b,Kepler-1511,0.0086
Kepler-937 b,Kepler-937,0.0085
HD 110014 b,HD 110014,0.0085
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,0.0085
Kepler-108 c,Kepler-108,0.0085
Kepler-48 e,Kepler-48,0.0085
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,0.0085
Kepler-983 b,Kepler-983,0.0085
Kepler-1487 b,Kepler-1487,0.0084
HIP 57274 c,HIP 57274,0.0084
Kepler-824 b,Kepler-824,0.0084
HD 35759 b,HD 35759,0.0084
Kepler-1812 b,Kepler-1812,0.0084
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,0.0084
Kepler-234 b,Kepler-234,0.0084
Kepler-468 b,Kepler-468,0.0083
TOI-4504 c,TOI-4504,0.0083
WASP-72 b,WASP-72,0.0083
Kepler-1224 b,Kepler-1224,0.0083
HD 175167 b,HD 175167,0.0083
55 Cnc e,55 Cnc,0.0083
Kepler-610 c,Kepler-610,0.0083
Kepler-816 b,Kepler-816,0.0083
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,0.0082
Kepler-762 b,Kepler-762,0.0082
Kepler-873 b,Kepler-873,0.0082
Kepler-774 b,Kepler-774,0.0082
Kepler-856 b,Kepler-856,0.0082
Kepler-1054 b,Kepler-1054,0.0081
HD 168443 c,HD 168443,0.0081
pi Men c,HD 39091,0.0081
HD 132563 b,HD 132563,0.0081
Kepler-1533 b,Kepler-1533,0.0081
HATS-59 c,HATS-59,0.0081
K2-223 c,K2-223,0.0081
TOI-2525 c,TOI-2525,0.008
WASP-126 b,WASP-126,0.008
HD 214823 b,HD 214823,0.008
K2-169 b,K2-169,0.008
Kepler-359 c,Kepler-359,0.008
Kepler-1244 b,Kepler-1244,0.0079
Kepler-1285 b,Kepler-1285,0.0079
WASP-47 b,WASP-47,0.0079
Kepler-1676 b,Kepler-1676,0.0079
Kepler-448 c,KOI-12,0.0079
Kepler-889 b,Kepler-889,0.0079
HD 59686 A b,HD 59686 A,0.0079
HD 89744 b,HD 89744,0.0078
HD 10180 e,HD 10180,0.0078
Kepler-342 e,Kepler-342,0.0078
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,0.0078
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,0.0077
Kepler-1750 b,Kepler-1750,0.0077
Kepler-1079 b,Kepler-1079,0.0077
Kepler-1949 b,Kepler-1949,0.0077
Kepler-891 b,Kepler-891,0.0076
Kepler-506 b,Kepler-506,0.0076
Kepler-714 b,Kepler-714,0.0076
HD 128356 b,HD 128356,0.0076
Kepler-731 b,Kepler-731,0.0076
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,0.0075
Luhman 16 b,Luhman 16 A,0.0075
Kepler-670 b,Kepler-670,0.0075
HD 114783 c,HD 114783,0.0075
Kepler-65 b,Kepler-65,0.0075
HD 10180 h,HD 10180,0.0075
Kepler-1112 b,Kepler-1112,0.0074
HD 93083 b,HD 93083,0.0074
HD 32963 b,HD 32963,0.0074
Kepler-1768 b,Kepler-1768,0.0074
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,0.0074
TIC 139270665 c,TIC 139270665,0.0074
HD 139357 b,HD 139357,0.0073
Kepler-1121 b,Kepler-1121,0.0073
Kepler-791 b,Kepler-791,0.0073
2MASS J0249-0557 c,2MASS J0249-0557 A,0.0073
Kepler-885 b,Kepler-885,0.0073
pi Men d,HD 39091,0.0073
Kepler-548 b,Kepler-548,0.0073
WASP-56 b,WASP-56,0.0073
Kepler-460 c,KIC 5437945,0.0073
HIP 97166 c,HIP 97166,0.0073
HD 23079 b,HD 23079,0.0073
TOI-1386 c,TOI-1386,0.0073
HD 137388 b,HD 137388,0.0072
HD 143361 b,HD 143361,0.0072
M62H b,M62H,0.0072
Kepler-122 c,Kepler-122,0.0072
Kepler-279 b,Kepler-279,0.0072
HIP 97233 b,HIP 97233,0.0072
K2-39 b,K2-39,0.0072
CoRoT-20 b,CoRoT-20,0.0072
HD 209458 b,HD 209458,0.0072
Kepler-1925 b,Kepler-1925,0.0071
HD 2952 b,HD 2952,0.0071
Kepler-108 b,Kepler-108,0.0071
Kepler-723 b,Kepler-723,0.0071
KOI-12 b,KOI-12,0.0071
SR 12 AB c,SR 12 AB,0.0071
WASP-21 b,WASP-21,0.0071
Kepler-610 b,Kepler-610,0.0071
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,0.007
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,0.007
HD 197037 b,HD 197037,0.007
HD 109271 c,HD 109271,0.007
Kepler-1580 b,Kepler-1580,0.007
Kepler-535 b,Kepler-535,0.007
Kepler-537 b,Kepler-537,0.0069
BEBOP-4 AB b,BEBOP-4 A,0.0069
HD 109271 b,HD 109271,0.0069
HD 220842 b,HD 220842,0.0069
KOI-217 b,KOI-217,0.0069
Kepler-340 b,Kepler-340,0.0069
HD 10180 f,HD 10180,0.0069
Kepler-653 b,Kepler-653,0.0069
Kepler-1586 b,Kepler-1586,0.0069
Kepler-1747 b,Kepler-1747,0.0068
NGTS-3 A b,NGTS-3 A,0.0068
Kepler-1298 b,Kepler-1298,0.0068
HD 109246 b,HD 109246,0.0068
WASP-38 b,WASP-38,0.0068
HD 125390 b,HD 125390,0.0067
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,0.0067
Kepler-68 e,Kepler-68,0.0067
HD 33844 b,HD 33844,0.0067
HD 81817 b,HD 81817,0.0067
HD 218566 b,HD 218566,0.0067
Kepler-627 b,Kepler-627,0.0066
Kepler-1746 b,Kepler-1746,0.0066
HD 23079 c,HD 23079,0.0066
HIP 75092 b,HIP 75092,0.0066
xi Aql b,xi Aql,0.0066
HD 210702 b,HD 210702,0.0066
Kepler-1931 b,Kepler-1931,0.0066
Kepler-508 b,Kepler-508,0.0066
HIP 111909 c,HIP 111909,0.0066
TOI-199 b,TOI-199,0.0066
Kepler-1085 b,Kepler-1085,0.0065
Kepler-1527 b,Kepler-1527,0.0065
HD 147873 c,HD 147873,0.0065
HD 10180 g,HD 10180,0.0065
Kepler-18 b,Kepler-18,0.0065
KIC 3526061 b,KIC 3526061,0.0065
HIP 18606 b,HIP 18606,0.0064
Kepler-465 b,Kepler-465,0.0064
HD 211810 b,HD 211810,0.0064
HIP 111909 b,HIP 111909,0.0064
HIP 54597 b,HIP 54597,0.0064
EPIC 220492298 b,EPIC 220492298,0.0064
Kepler-1713 b,Kepler-1713,0.0063
HD 4732 c,HD 4732,0.0063
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,0.0063
Kepler-914 b,Kepler-914,0.0063
Kepler-1530 d,Kepler-1530,0.0063
Kepler-403 d,Kepler-403,0.0063
KOI-1783.01,KOI-1783,0.0062
Gaia-1 b,Gaia-1,0.0062
Kepler-30 d,Kepler-30,0.0062
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,0.0062
Kepler-485 b,Kepler-485,0.0062
Kepler-1104 b,Kepler-1104,0.0062
Kepler-1452 b,Kepler-1452,0.0061
HD 8535 b,HD 8535,0.0061
Kepler-302 c,Kepler-302,0.0061
HD 147873 b,HD 147873,0.0061
XO-4 b,XO-4,0.0061
Kepler-1513 b,Kepler-1513,0.0061
MXB 1658-298 b,MXB 1658-298,0.006
HD 164922 e,HD 164922,0.006
DMPP-3 A b,DMPP-3 A,0.006
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,0.006
HD 103197 b,HD 103197,0.006
Kepler-1677 b,Kepler-1677,0.0059
HIP 91258 b,HIP 91258,0.0059
TOI-1736 c,TOI-1736,0.0059
Kepler-1525 b,Kepler-1525,0.0059
HD 167042 b,HD 167042,0.0059
Kepler-1882 b,Kepler-1882,0.0059
HD 16141 b,HD 16141,0.0058
HD 179949 b,HD 179949,0.0058
K2-202 b,K2-202,0.0058
Kepler-1872 b,Kepler-1872,0.0058
Kepler-483 b,Kepler-483,0.0058
HD 111591 b,HD 111591,0.0058
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,0.0058
Kepler-880 b,Kepler-880,0.0058
Kepler-1626 b,Kepler-1626,0.0057
ups And b,ups And,0.0057
Kepler-642 b,Kepler-642,0.0057
Kepler-65 d,Kepler-65,0.0057
Kepler-1364 b,Kepler-1364,0.0057
Kepler-703 b,Kepler-703,0.0057
Kepler-1927 b,Kepler-1927,0.0057
Kepler-1737 b,Kepler-1737,0.0057
ups And d,ups And,0.0057
Kepler-1113 b,Kepler-1113,0.0056
HD 79498 b,HD 79498,0.0056
HD 108202 b,HD 108202,0.0056
KOI-142 b,KOI-142,0.0056
HD 1461 b,HD 1461,0.0056
Kepler-890 b,Kepler-890,0.0056
Kepler-1792 b,Kepler-1792,0.0056
HD 4732 b,HD 4732,0.0056
Kepler-100 b,Kepler-100,0.0056
Kepler-1171 b,Kepler-1171,0.0056
HD 134060 c,HD 134060,0.0055
Kepler-68 d,Kepler-68,0.0055
HAT-P-13 b,HAT-P-13,0.0055
HD 142022 A b,HD 142022 A,0.0055
Kepler-480 b,Kepler-480,0.0055
Kepler-1543 b,Kepler-1543,0.0055
Kepler-103 b,Kepler-103,0.0054
ups And c,ups And,0.0054
Kepler-1762 b,Kepler-1762,0.0054
Kepler-1863 b,Kepler-1863,0.0054
K2-213 b,K2-213,0.0054
HD 34445 g,HD 34445,0.0054
HD 141937 b,HD 141937,0.0053
Kepler-812 b,Kepler-812,0.0053
HIP 67851 c,HIP 67851,0.0053
Kepler-648 b,Kepler-648,0.0053
HAT-P-8 b,HAT-P-8,0.0053
WASP-13 b,WASP-13,0.0052
HD 115954 b,HD 115954,0.0052
Kepler-340 c,Kepler-340,0.0052
Kepler-1051 b,Kepler-1051,0.0052
HD 190360 c,HD 190360,0.0052
HATS-50 b,HATS-50,0.0052
CoRoT-31 b,CoRoT-31,0.0052
HD 45652 b,HD 45652,0.0052
HD 27969 b,HD 27969,0.0051
Kepler-1137 b,Kepler-1137,0.0051
HD 103891 b,HD 103891,0.0051
Kepler-1326 b,Kepler-1326,0.0051
Kepler-1502 b,Kepler-1502,0.0051
BD-210397 c,BD-210397,0.0051
USco CTIO 108 b,USco CTIO 108,0.005
HD 34445 f,HD 34445,0.005
Kepler-953 b,Kepler-953,0.005
TOI-2458 c,TOI-2458,0.005
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,0.005
Gaia-2 b,Gaia-2,0.005
KELT-15 b,KELT-15,0.005
WASP-62 b,WASP-62,0.005
Kepler-1047 c,Kepler-1047,0.0049
Kepler-1375 b,Kepler-1375,0.0048
HIP 70849 b,HIP 70849,0.0048
TOI-1288 c,TOI-1288,0.0048
HD 134060 b,HD 134060,0.0048
2MASS J01225093-2439505 b,2MASS J01225093-2439505,0.0048
HD 34445 c,HD 34445,0.0048
TOI-2525 b,TOI-2525,0.0048
HD 102888 b,HD 102888,0.0047
Kepler-1824 b,Kepler-1824,0.0047
Kepler-669 b,Kepler-669,0.0047
Kepler-1434 b,Kepler-1434,0.0047
HD 34445 d,HD 34445,0.0047
HD 222076 b,HD 222076,0.0046
HD 1461 c,HD 1461,0.0046
HD 62364 b,HD 62364,0.0046
WASP-127 b,WASP-127,0.0046
Kepler-464 b,Kepler-464,0.0046
Kepler-65 c,Kepler-65,0.0046
HD 34445 e,HD 34445,0.0046
HD 47366 c,HD 47366,0.0046
Kepler-18 c,Kepler-18,0.0046
HD 145377 b,HD 145377,0.0045
HD 47186 b,HD 47186,0.0045
HD 47366 b,HD 47366,0.0045
HD 108874 c,HD 108874,0.0044
HIP 67851 b,HIP 67851,0.0044
TOI-4504 d,TOI-4504,0.0044
Kepler-820 b,Kepler-820,0.0044
OGLE-TR-10 b,OGLE-TR-10,0.0044
Kepler-1936 b,Kepler-1936,0.0043
Kepler-14 b,Kepler-14,0.0043
Kepler-913 c,Kepler-913,0.0043
Kepler-1640 b,Kepler-1640,0.0043
HD 60292 b,HD 60292,0.0043
K2-63 b,K2-63,0.0042
Kepler-639 b,Kepler-639,0.0042
51 Peg b,51 Peg,0.0042
HD 128717 b,HD 128717,0.0042
K2-218 b,K2-218,0.0042
HIP 14810 d,HIP 14810,0.0041
HD 5278 c,HD 5278,0.0041
HD 86728 b,HD 86728,0.0041
Kepler-546 b,Kepler-546,0.0041
Kepler-18 d,Kepler-18,0.0041
HD 165131 b,HD 165131,0.004
Kepler-1158 b,Kepler-1158,0.004
HD 142415 b,HD 142415,0.0039
CoRoT-16 b,CoRoT-16,0.0039
HD 5608 b,HD 5608,0.0039
HIP 14810 c,HIP 14810,0.0038
Kepler-1248 b,Kepler-1248,0.0038
TOI-4504 b,TOI-4504,0.0038
75 Cet b,75 Cet,0.0038
HAT-P-3 b,HAT-P-3,0.0038
Kepler-450 d,Kepler-450,0.0038
Kepler-92 d,Kepler-92,0.0038
Kepler-1360 b,Kepler-1360,0.0038
75 Cet c,75 Cet,0.0037
Kepler-1518 b,Kepler-1518,0.0037
Kepler-1015 b,Kepler-1015,0.0037
HD 16905 b,HD 16905,0.0037
HD 212301 b,HD 212301,0.0037
WASP-8 b,WASP-8,0.0037
Kepler-1861 b,Kepler-1861,0.0037
HD 117207 b,HD 117207,0.0036
TOI-5143 c,TOI-5143,0.0036
Kepler-218 d,Kepler-218,0.0036
HIP 14810 b,HIP 14810,0.0036
Kepler-512 b,Kepler-512,0.0036
HD 45350 b,HD 45350,0.0036
HD 24040 b,HD 24040,0.0035
Kepler-644 b,Kepler-644,0.0035
gam Cep b,gam Cep,0.0035
HD 187085 b,HD 187085,0.0035
HAT-P-35 b,HAT-P-35,0.0035
Kepler-1047 b,Kepler-1047,0.0035
HD 164509 b,HD 164509,0.0035
HAT-P-27 b,HAT-P-27,0.0034
HIP 114933 b,HIP 114933,0.0034
TOI-1052 c,TOI-1052,0.0034
OGLE2-TR-L9 b,OGLE2-TR-L9,0.0034
Kepler-1775 b,Kepler-1775,0.0034
HD 38801 b,HD 38801,0.0034
K2-63 c,K2-63,0.0034
Kepler-690 b,Kepler-690,0.0033
HD 156411 b,HD 156411,0.0033
HD 181433 b,HD 181433,0.0033
Kepler-718 b,Kepler-718,0.0033
FU Tau b,FU Tau,0.0033
Kepler-959 b,Kepler-959,0.0033
HD 121504 b,HD 121504,0.0033
HAT-P-22 b,HAT-P-22,0.0033
7 CMa c,7 CMa,0.0032
TIC 279401253 c,TIC 279401253,0.0032
7 CMa b,7 CMa,0.0032
WASP-95 b,WASP-95,0.0032
HD 77338 b,HD 77338,0.0032
Kepler-852 b,Kepler-852,0.0032
Kepler-1169 b,Kepler-1169,0.0032
CoRoT-2 b,CoRoT-2,0.0032
TOI-2184 b,TOI-2184,0.0032
HD 213240 b,HD 213240,0.0032
Pr0201 b,Pr0201,0.0032
TOI-1669 b,TOI-1669,0.0031
Kepler-30 c,Kepler-30,0.0031
HD 210277 b,HD 210277,0.0031
WASP-18 c,WASP-18,0.0031
Kepler-56 d,Kepler-56,0.003
HD 33142 c,HD 33142,0.003
Kepler-94 c,Kepler-94,0.003
HD 94890 c,HD 94890,0.0029
HD 94890 b,HD 94890,0.0029
KELT-3 b,KELT-3,0.0029
BD+55 362 b,BD+55 362,0.0029
HD 33142 b,HD 33142,0.0029
ROXs 12 b,ROXs 12,0.0029
Kepler-685 b,Kepler-685,0.0029
HD 73526 b,HD 73526,0.0029
Kepler-103 c,Kepler-103,0.0029
HAT-P-44 c,HAT-P-44,0.0029
kap CrB b,kap CrB,0.0028
Kepler-450 c,Kepler-450,0.0028
HAT-P-33 b,HAT-P-33,0.0028
iot Dra b,iot Dra,0.0028
HD 34445 b,HD 34445,0.0028
Kepler-95 b,Kepler-95,0.0028
Kepler-129 b,Kepler-129,0.0027
HD 24040 c,HD 24040,0.0027
HD 25723 b,HD 25723,0.0027
HD 33564 b,HD 33564,0.0027
HD 33142 d,HD 33142,0.0027
Kepler-1515 b,Kepler-1515,0.0027
Kepler-1819 b,Kepler-1819,0.0027
HAT-P-15 b,HAT-P-15,0.0027
HD 70642 b,HD 70642,0.0027
HD 156846 b,HD 156846,0.0027
HD 178911 B b,HD 178911 B,0.0027
KOI-142 c,KOI-142,0.0026
Kepler-1708 b,Kepler-1708,0.0026
WASP-100 b,WASP-100,0.0026
Kepler-88 d,KOI-142,0.0026
HD 216770 b,HD 216770,0.0026
HD 40956 b,HD 40956,0.0026
HD 39091 b,HD 39091,0.0026
Kepler-516 b,Kepler-516,0.0026
TOI-2337 b,TOI-2337,0.0026
Kepler-450 b,Kepler-450,0.0026
HD 129445 b,HD 129445,0.0026
Kepler-1714 b,Kepler-1714,0.0025
HD 73344 c,HD 73344,0.0025
HD 217107 c,HD 217107,0.0025
OGLE-TR-211 b,OGLE-TR-211,0.0025
HD 190647 b,HD 190647,0.0025
KIC 8121913 b,KIC 8121913,0.0024
Kepler-497 b,Kepler-497,0.0024
Kepler-631 b,Kepler-631,0.0024
HD 30562 b,HD 30562,0.0024
Kepler-1920 b,Kepler-1920,0.0024
HD 86950 b,HD 86950,0.0024
HD 94771 b,HD 94771,0.0024
AF Lep b,AF Lep,0.0024
HD 76700 b,HD 76700,0.0024
HD 69123 b,HD 69123,0.0024
K2-24 c,K2-24,0.0023
WASP-12 b,WASP-12,0.0023
HD 98736 b,HD 98736,0.0023
HD 120084 b,HD 120084,0.0023
HD 160691 d,HD 160691,0.0023
Kepler-1673 b,Kepler-1673,0.0022
HD 49674 b,HD 49674,0.0022
HD 73344 d,HD 73344,0.0022
Kepler-1675 b,Kepler-1675,0.0022
HD 92788 c,HD 92788,0.0022
WASP-26 b,WASP-26,0.0022
HD 95086 b,HD 95086,0.0022
Kepler-1972 b,Kepler-1972,0.0022
WASP-73 b,WASP-73,0.0021
HD 109749 b,HD 109749,0.0021
WASP-97 b,WASP-97,0.0021
WASP-71 b,WASP-71,0.0021
WASP-24 b,WASP-24,0.0021
CoRoT-29 b,CoRoT-29,0.0021
HR 810 b,HR 810,0.0021
Kepler-129 c,Kepler-129,0.0021
HD 102117 b,HD 102117,0.0021
Kepler-1972 c,Kepler-1972,0.0021
Kepler-1517 b,Kepler-1517,0.0021
Kepler-1830 b,Kepler-1830,0.0021
HAT-P-31 b,HAT-P-31,0.0021
TrES-4 b,TrES-4,0.002
HD 205739 b,HD 205739,0.002
K2-24 b,K2-24,0.002
HD 99492 b,HD 99492,0.002
HD 134987 c,HD 134987,0.002
HD 31253 b,HD 31253,0.002
HD 82943 b,HD 82943,0.002
HD 82943 c,HD 82943,0.002
HD 108147 b,HD 108147,0.002
HD 124330 b,HD 124330,0.0019
HD 202696 c,HD 202696,0.0019
Kepler-1385 b,Kepler-1385,0.0019
TOI-4551 b,TOI-4551,0.0019
Kepler-794 b,Kepler-794,0.0019
Kepler-462 c,Kepler-462,0.0019
HD 108874 b,HD 108874,0.0019
HD 75289 b,HD 75289,0.0019
Kepler-839 b,Kepler-839,0.0019
HD 179079 b,HD 179079,0.0019
BD-10 3166 b,BD-10 3166,0.0019
HD 202696 b,HD 202696,0.0019
HD 196067 b,HD 196067,0.0019
HD 154672 b,HD 154672,0.0018
Kepler-526 b,Kepler-526,0.0018
HD 181433 d,HD 181433,0.0018
HD 114783 b,HD 114783,0.0018
Kepler-458 c,KIC 9663113,0.0018
Kepler-1382 b,Kepler-1382,0.0018
TOI-4507 b,TOI-4507,0.0018
HAT-P-30 b,HAT-P-30,0.0018
Kepler-1315 c,Kepler-1315,0.0018
WISPIT 2 b,WISPIT 2,0.0018
Kepler-139 f,Kepler-139,0.0018
HD 29399 b,HD 29399,0.0018
GJ 2126 b,GJ 2126,0.0017
HD 99492 c,HD 99492,0.0017
HD 181433 c,HD 181433,0.0017
55 Cnc b,55 Cnc,0.0017
TOI-1859 b,TOI-1859,0.0017
Kepler-1773 b,Kepler-1773,0.0016
HD 7199 b,HD 7199,0.0016
HD 27442 b,HD 27442,0.0016
HD 107148 c,HD 107148,0.0016
55 Cnc d,55 Cnc,0.0015
HD 68402 b,HD 68402,0.0015
K2-99 c,K2-99,0.0015
Kepler-1733 b,Kepler-1733,0.0015
WASP-1 b,WASP-1,0.0015
Kepler-1239 b,Kepler-1239,0.0015
HD 37605 c,HD 37605,0.0015
Kepler-493 b,Kepler-493,0.0015
WASP-68 b,WASP-68,0.0015
Kepler-46 c,Kepler-46,0.0015
HD 36384 b,HD 36384,0.0015
bet UMi b,bet UMi,0.0015
Kepler-471 b,Kepler-471,0.0014
Kepler-1664 b,Kepler-1664,0.0014
CoRoT-8 b,CoRoT-8,0.0014
WASP-82 b,WASP-82,0.0014
HD 92788 b,HD 92788,0.0014
HD 134606 d,HD 134606,0.0014
HD 216435 b,HD 216435,0.0014
Kepler-521 b,Kepler-521,0.0014
TOI-4379 b,TOI-4379,0.0014
HD 221585 b,HD 221585,0.0014
HIP 107773 b,HIP 107773,0.0014
Kepler-129 d,Kepler-129,0.0014
TOI-2295 c,TOI-2295,0.0014
TOI-4377 b,TOI-4377,0.0014
Kepler-462 b,Kepler-462,0.0014
HD 99109 b,HD 99109,0.0014
HD 331093 b,HD 331093,0.0014
HAT-P-40 b,HAT-P-40,0.0014
HD 111998 b,HD 111998,0.0014
HD 40979 b,HD 40979,0.0014
KELT-8 b,KELT-8,0.0014
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,0.0014
HD 196885 A b,HD 196885 A,0.0014
HD 180314 b,HD 180314,0.0014
HD 68988 c,HD 68988,0.0014
HD 177830 b,HD 177830,0.0014
55 Cnc c,55 Cnc,0.0013
Kepler-1743 b,Kepler-1743,0.0013
HD 37605 b,HD 37605,0.0013
Kepler-407 b,Kepler-407,0.0013
TOI-1294 c,TOI-1294,0.0013
HD 10647 b,HD 10647,0.0013
Kepler-422 b,Kepler-422,0.0013
NGC 2682 YBP 401 b,NGC 2682 YBP 401,0.0013
HD 134987 b,HD 134987,0.0013
GJ 900 b,GJ 900 A,0.0013
Kepler-454 d,Kepler-454,0.0013
HD 217107 b,HD 217107,0.0013
2MASS J12073346-3932539 b,2MASS J12073346-3932539,0.0013
HAT-P-29 b,HAT-P-29,0.0013
XO-2 S b,XO-2 S,0.0012
Kepler-15 b,Kepler-15,0.0012
HD 134606 b,HD 134606,0.0012
K2-312 c,HD 80653,0.0012
KELT-2 A b,KELT-2 A,0.0012
HD 48265 b,HD 48265,0.0012
Kepler-27 b,Kepler-27,0.0012
HD 134606 f,HD 134606,0.0012
HD 134606 c,HD 134606,0.0012
HD 134606 e,HD 134606,0.0012
HAT-P-5 b,HAT-P-5,0.0012
WASP-186 b,WASP-186,0.0012
HD 188015 b,HD 188015,0.0012
HD 196067 c,HD 196067,0.0012
Kepler-1781 b,Kepler-1781,0.0012
Kepler-514 b,Kepler-514,0.0012
Kepler-1428 b,Kepler-1428,0.0012
55 Cnc f,55 Cnc,0.0011
HD 169142 b,HD 169142,0.0011
WASP-99 b,WASP-99,0.0011
HD 23127 b,HD 23127,0.0011
Kepler-1442 b,Kepler-1442,0.0011
HD 160691 c,HD 160691,0.0011
HD 152079 b,HD 152079,0.0011
HD 160691 b,HD 160691,0.0011
HD 170469 b,HD 170469,0.0011
Kepler-1833 b,Kepler-1833,0.0011
HAT-P-49 b,HAT-P-49,0.0011
HAT-P-14 b,HAT-P-14,0.0011
HD 50499 b,HD 50499,0.0011
HD 4203 c,HD 4203,0.0011
HD 95872 b,HD 95872,0.001
HD 12484 b,HD 12484,0.001
DMPP-1 b,DMPP-1,0.001
HD 154088 b,HD 154088,0.001
HD 1605 c,HD 1605,0.001
17 Sco b,17 Sco,0.001
HD 1605 b,HD 1605,0.001
HD 118203 c,HD 118203,0.001
HD 12661 c,HD 12661,0.001
WASP-101 b,WASP-101,0.001
HD 149143 b,HD 149143,0.001
HD 107148 b,HD 107148,0.001
HIP 65407 b,HIP 65407,0.001
HIP 81208 C b,HIP 81208 C,0.001
Kepler-27 c,Kepler-27,0.001
Kepler-454 c,Kepler-454,0.001
WASP-94 A b,WASP-94 A,0.0009
HD 160691 e,HD 160691,0.0009
HD 68988 b,HD 68988,0.0009
DMPP-4 b,DMPP-4,0.0009
Kepler-424 b,Kepler-424,0.0009
WASP-3 b,WASP-3,0.0009
Kepler-491 b,Kepler-491,0.0009
Kepler-407 c,Kepler-407,0.0009
TOI-7041 b,TOI-7041,0.0009
TOI-4329 b,TOI-4329,0.0009
HIP 21152 b,HIP 21152,0.0009
XO-2 S c,XO-2 S,0.0008
TOI-201 c,TOI-201,0.0008
HIP 74890 b,HIP 74890,0.0008
TOI-4010 e,TOI-4010,0.0008
TOI-2046 b,TOI-2046,0.0008
HD 224693 b,HD 224693,0.0008
HD 154391 b,HD 154391,0.0008
WASP-87 b,WASP-87,0.0008
Kepler-419 b,Kepler-419,0.0008
HD 16175 b,HD 16175,0.0008
HD 13908 c,HD 13908,0.0008
HD 208897 b,HD 208897,0.0008
HD 2039 b,HD 2039,0.0008
DMPP-1 e,DMPP-1,0.0008
DMPP-1 c,DMPP-1,0.0008
HIP 65407 c,HIP 65407,0.0008
HD 220773 b,HD 220773,0.0008
Kepler-424 c,Kepler-424,0.0008
HD 148156 b,HD 148156,0.0008
HD 11506 b,HD 11506,0.0007
Kepler-1944 b,Kepler-1944,0.0007
HD 12661 b,HD 12661,0.0007
TOI-4562 b,TOI-4562,0.0007
HD 231701 b,HD 231701,0.0007
HD 221420 b,HD 221420,0.0007
eps Tau b,eps Tau,0.0007
HD 13908 b,HD 13908,0.0007
HAT-P-34 b,HAT-P-34,0.0007
HAT-P-56 b,HAT-P-56,0.0007
K2-177 b,K2-177,0.0007
HAT-P-41 b,HAT-P-41,0.0007
HD 87816 b,HD 87816,0.0007
nu Oph b,nu Oph,0.0007
KOINTREAU-1 b,XEST 17-036,0.0007
TOI-5174 b,TOI-5174,0.0006
DMPP-1 d,DMPP-1,0.0006
HD 9174 b,HD 9174,0.0006
Kepler-637 b,Kepler-637,0.0006
HD 11506 c,HD 11506,0.0006
HD 11506 d,HD 11506,0.0006
HD 110082 b,HD 110082,0.0006
HD 112640 b,HD 112640,0.0006
HD 80606 b,HD 80606,0.0006
HD 83443 c,HD 83443,0.0006
KELT-7 b,KELT-7,0.0006
HD 149026 b,HD 149026,0.0006
tau Boo b,tau Boo,0.0006
nu Oph c,nu Oph,0.0006
iot Dra c,iot Dra,0.0006
Kepler-419 c,Kepler-419,0.0006
HD 155193 b,HD 155193,0.0006
Kepler-635 b,Kepler-635,0.0005
HD 202206 c,HD 202206,0.0005
HD 50499 c,HD 50499,0.0005
2MASS J22362452+4751425 b,2MASS J22362452+4751425,0.0005
HD 83443 b,HD 83443,0.0005
TOI-1516 b,TOI-1516,0.0005
HD 87816 c,HD 87816,0.0005
HD 43691 b,HD 43691,0.0005
HD 4203 b,HD 4203,0.0005
OGLE-TR-182 b,OGLE-TR-182,0.0005
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,0.0005
WASP-14 b,WASP-14,0.0005
HD 143811 AB b,HD 143811 A,0.0005
HD 33283 b,HD 33283,0.0004
HD 27894 c,HD 27894,0.0004
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0.0004
HD 33844 c,HD 33844,0.0004
HAT-P-7 b,HAT-P-7,0.0004
Kepler-1000 b,Kepler-1000,0.0004
HD 143105 b,HD 143105,0.0004
HD 89839 b,HD 89839,0.0004
HD 55696 b,HD 55696,0.0004
TOI-4562 c,TOI-4562,0.0004
CHXR 73 b,CHXR 73,0.0004
